6.900000000000000355e+00,5.800000000000000711e+00,7.500000000000000000e+01,9.835123713895787406e-03,3.670518139898459181e-02,0.000000000000000000e+00
6.800000000000000711e+00,5.400000000000000355e+00,7.500000000000000000e+01,9.835123713895787406e-03,3.670518139898459181e-02,0.000000000000000000e+00
6.700000000000000178e+00,5.000000000000000000e+00,7.500000000000000000e+01,9.835123713895787406e-03,3.670518139898459181e-02,0.000000000000000000e+00
6.600000000000000533e+00,4.600000000000000533e+00,7.500000000000000000e+01,9.835123713895787406e-03,3.670518139898459181e-02,0.000000000000000000e+00
6.500000000000000000e+00,4.200000000000000178e+00,7.500000000000000000e+01,8.029746973073289412e-03,1.721984795369634752e-02,1.196850393700787274e+00
6.400000000000000355e+00,4.000000000000000000e+00,6.500000000000000000e+01,1.089795229066987600e-02,1.556388884149084370e-02,1.196850393700787274e+00
6.300000000000000711e+00,3.800000000000000266e+00,5.500000000000000000e+01,8.029746973073289412e-03,1.721984795369634752e-02,-1.196850393700787274e+00
6.200000000000000178e+00,3.600000000000000089e+00,6.500000000000000000e+01,1.089795229066987600e-02,1.556388884149084370e-02,1.196850393700787274e+00
6.100000000000000533e+00,3.400000000000000355e+00,5.500000000000000000e+01,8.029746973073289412e-03,1.721984795369634752e-02,-1.196850393700787274e+00
6.000000000000000000e+00,3.200000000000000178e+00,6.500000000000000000e+01,1.089795229066987600e-02,1.556388884149084370e-02,1.196850393700787274e+00
5.900000000000000355e+00,3.000000000000000000e+00,5.500000000000000000e+01,8.029746973073289412e-03,1.721984795369634752e-02,-1.196850393700787274e+00
5.800000000000000711e+00,2.800000000000000266e+00,6.500000000000000000e+01,1.089795229066987600e-02,1.556388884149084370e-02,1.196850393700787274e+00
5.700000000000000178e+00,2.600000000000000089e+00,5.500000000000000000e+01,8.029746973073289412e-03,1.721984795369634752e-02,-1.196850393700787274e+00
5.600000000000000533e+00,2.400000000000000355e+00,6.500000000000000000e+01,4.917561856947893703e-03,1.835259069949229591e-02,-1.196850393700787274e+00
5.600000000000000533e+00,2.200000000000000178e+00,7.500000000000000000e+01,1.655959112205504687e-03,1.892769926374316541e-02,-1.196850393700787274e+00
5.600000000000000533e+00,2.000000000000000000e+00,8.500000000000000000e+01,-1.655959112205506421e-03,1.892769926374316541e-02,-1.196850393700787274e+00
5.600000000000000533e+00,1.800000000000000044e+00,9.500000000000000000e+01,-4.917561856947896305e-03,1.835259069949229591e-02,-1.196850393700787274e+00
5.600000000000000533e+00,1.600000000000000089e+00,1.050000000000000000e+02,-8.029746973073287677e-03,1.721984795369635099e-02,-1.196850393700787274e+00
5.700000000000000178e+00,1.400000000000000133e+00,1.150000000000000000e+02,-1.089795229066987600e-02,1.556388884149084197e-02,-1.196850393700787274e+00
5.800000000000000711e+00,1.200000000000000178e+00,1.250000000000000000e+02,-1.343502884254440220e-02,1.343502884254440394e-02,-1.196850393700787274e+00
5.900000000000000355e+00,1.100000000000000089e+00,1.350000000000000000e+02,-2.687005768508880441e-02,2.687005768508880788e-02,0.000000000000000000e+00
6.200000000000000178e+00,8.000000000000000444e-01,1.350000000000000000e+02,-1.556388884149084544e-02,1.089795229066987253e-02,-1.196850393700787274e+00
6.400000000000000355e+00,7.000000000000000666e-01,1.450000000000000000e+02,-1.721984795369634752e-02,8.029746973073289412e-03,-1.196850393700787274e+00
6.600000000000000533e+00,6.000000000000000888e-01,1.550000000000000000e+02,-1.835259069949229591e-02,4.917561856947898907e-03,-1.196850393700787274e+00
6.800000000000000711e+00,6.000000000000000888e-01,1.650000000000000000e+02,-1.892769926374316541e-02,1.655959112205505554e-03,-1.196850393700787274e+00
7.000000000000000000e+00,6.000000000000000888e-01,1.750000000000000000e+02,-1.892769926374316541e-02,-1.655959112205500783e-03,-1.196850393700787274e+00
7.200000000000000178e+00,6.000000000000000888e-01,1.850000000000000000e+02,-1.835259069949229591e-02,-4.917561856947894570e-03,-1.196850393700787274e+00
7.400000000000000355e+00,6.000000000000000888e-01,1.950000000000000000e+02,-1.721984795369635099e-02,-8.029746973073285943e-03,-1.196850393700787274e+00
7.600000000000000533e+00,7.000000000000000666e-01,2.050000000000000000e+02,-3.443969590739270198e-02,-1.605949394614657189e-02,0.000000000000000000e+00
7.900000000000000355e+00,9.000000000000000222e-01,2.050000000000000000e+02,-1.556388884149084370e-02,-1.089795229066987600e-02,-1.196850393700787274e+00
8.099999999999999645e+00,1.000000000000000000e+00,2.150000000000000000e+02,-1.343502884254440567e-02,-1.343502884254440220e-02,-1.196850393700787274e+00
8.200000000000001066e+00,1.100000000000000089e+00,2.250000000000000000e+02,-1.089795229066988121e-02,-1.556388884149084023e-02,-1.196850393700787274e+00
8.300000000000000711e+00,1.300000000000000044e+00,2.350000000000000000e+02,-8.029746973073284208e-03,-1.721984795369635099e-02,-1.196850393700787274e+00
8.400000000000000355e+00,1.500000000000000000e+00,2.450000000000000000e+02,-4.917561856947891968e-03,-1.835259069949229591e-02,-1.196850393700787274e+00
8.400000000000000355e+00,1.700000000000000178e+00,2.550000000000000000e+02,-1.655959112205506638e-03,-1.892769926374316541e-02,-1.196850393700787274e+00
8.400000000000000355e+00,1.900000000000000133e+00,2.650000000000000000e+02,1.655959112205499916e-03,-1.892769926374316541e-02,-1.196850393700787274e+00
8.400000000000000355e+00,2.100000000000000089e+00,2.750000000000000000e+02,4.917561856947885897e-03,-1.835259069949229938e-02,-1.196850393700787274e+00
8.400000000000000355e+00,2.300000000000000266e+00,2.850000000000000000e+02,9.835123713895771794e-03,-3.670518139898459875e-02,0.000000000000000000e+00
8.300000000000000711e+00,2.700000000000000178e+00,2.850000000000000000e+02,8.029746973073292882e-03,-1.721984795369634752e-02,-1.196850393700787274e+00
8.200000000000001066e+00,2.900000000000000355e+00,2.950000000000000000e+02,1.089795229066987427e-02,-1.556388884149084370e-02,-1.196850393700787274e+00
8.099999999999999645e+00,3.100000000000000089e+00,3.050000000000000000e+02,2.179590458133974853e-02,-3.112777768298168740e-02,0.000000000000000000e+00
7.900000000000000355e+00,3.400000000000000355e+00,3.050000000000000000e+02,2.179590458133974853e-02,-3.112777768298168740e-02,0.000000000000000000e+00
7.700000000000000178e+00,3.700000000000000178e+00,3.050000000000000000e+02,1.343502884254439873e-02,-1.343502884254440567e-02,-1.196850393700787274e+00
7.600000000000000533e+00,3.800000000000000266e+00,3.150000000000000000e+02,1.556388884149084023e-02,-1.089795229066988294e-02,-1.196850393700787274e+00
7.400000000000000355e+00,3.900000000000000355e+00,3.250000000000000000e+02,1.721984795369635099e-02,-8.029746973073284208e-03,-1.196850393700787274e+00
7.200000000000000178e+00,4.000000000000000000e+00,3.350000000000000000e+02,1.835259069949229591e-02,-4.917561856947892836e-03,-1.196850393700787274e+00
7.000000000000000000e+00,4.000000000000000000e+00,3.450000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
